code,theme,enabled,note,name_zh,market,official_industry,current_themes
1101,水泥建材 / 綜合,1,current classified theme,台泥,TWSE,水泥工業,水泥建材 / 綜合
1102,水泥建材 / 綜合,1,current classified theme,亞泥,TWSE,水泥工業,水泥建材 / 綜合
1103,水泥建材 / 綜合,1,current classified theme,嘉泥,TWSE,水泥工業,水泥建材 / 綜合
1104,水泥建材 / 綜合,1,current classified theme,環泥,TWSE,水泥工業,水泥建材 / 綜合
1108,水泥建材 / 綜合,1,current classified theme,幸福,TWSE,水泥工業,水泥建材 / 綜合
1109,水泥建材 / 綜合,1,current classified theme,信大,TWSE,水泥工業,水泥建材 / 綜合
1110,水泥建材 / 綜合,1,current classified theme,東泥,TWSE,水泥工業,水泥建材 / 綜合
1201,食品 / 飲料,1,theme singleton cleanup v3,味全,TWSE,食品工業,食品 / 飲料
1203,食品 / 飲料,1,theme singleton cleanup v3,味王,TWSE,食品工業,食品 / 飲料
1210,食品 / 飲料,1,theme singleton cleanup v3,大成,TWSE,食品工業,食品 / 飲料
1213,食品民生 / 綜合,1,current classified theme,大飲,TWSE,食品工業,食品民生 / 綜合
1215,食品 / 飲料,1,theme singleton cleanup v3,卜蜂,TWSE,食品工業,食品 / 飲料
1216,食品 / 飲料,1,theme singleton cleanup v3,統一,TWSE,食品工業,食品 / 飲料
1217,食品 / 飲料,1,theme singleton cleanup v3,愛之味,TWSE,食品工業,食品 / 飲料
1218,食品 / 飲料,1,theme singleton cleanup v3,泰山,TWSE,食品工業,食品 / 飲料
1219,食品民生 / 綜合,1,current classified theme,福壽,TWSE,食品工業,食品民生 / 綜合
1220,食品民生 / 綜合,1,current classified theme,台榮,TWSE,食品工業,食品民生 / 綜合
1225,食品民生 / 綜合,1,current classified theme,福懋油,TWSE,食品工業,食品民生 / 綜合
1227,食品 / 飲料,1,theme singleton cleanup v3,佳格,TWSE,食品工業,食品 / 飲料
1229,食品民生 / 綜合,1,current classified theme,聯華,TWSE,食品工業,食品民生 / 綜合
1231,食品民生 / 綜合,1,current classified theme,聯華食,TWSE,食品工業,食品民生 / 綜合
1232,食品民生 / 綜合,1,current classified theme,大統益,TWSE,食品工業,食品民生 / 綜合
1233,食品民生 / 綜合,1,current classified theme,天仁,TWSE,食品工業,食品民生 / 綜合
1234,食品 / 飲料,1,theme singleton cleanup v3,黑松,TWSE,食品工業,食品 / 飲料
1235,食品民生 / 綜合,1,current classified theme,興泰,TWSE,食品工業,食品民生 / 綜合
1236,食品民生 / 綜合,1,current classified theme,宏亞,TWSE,食品工業,食品民生 / 綜合
1240,農業科技 / 綜合,1,current classified theme,茂生農經,TPEx,農業科技,農業科技 / 綜合
1256,食品民生 / 綜合,1,current classified theme,鮮活果汁-KY,TWSE,食品工業,食品民生 / 綜合
1259,觀光餐旅 / 綜合,1,current classified theme,安心,TPEx,觀光餐旅,觀光餐旅 / 綜合
1264,食品民生 / 綜合,1,current classified theme,德麥,TPEx,食品工業,食品民生 / 綜合
1268,觀光餐旅 / 綜合,1,current classified theme,漢來美食,TPEx,觀光餐旅,觀光餐旅 / 綜合
1301,石化 / 塑化原料,1,theme refinement v2,台塑,TWSE,塑膠工業,石化 / 塑化原料
1303,石化 / 塑化原料,1,theme refinement v2,南亞,TWSE,塑膠工業,石化 / 塑化原料
1304,石化 / 塑化原料,1,theme refinement v2,台聚,TWSE,塑膠工業,石化 / 塑化原料
1305,石化 / 塑化原料,1,theme refinement v2,華夏,TWSE,塑膠工業,石化 / 塑化原料
1307,塑膠加工 / 包材,1,theme singleton cleanup v3,三芳,TWSE,塑膠工業,塑膠加工 / 包材
1308,石化 / 塑化原料,1,theme refinement v2,亞聚,TWSE,塑膠工業,石化 / 塑化原料
1309,石化 / 塑化原料,1,theme refinement v2,台達化,TWSE,塑膠工業,石化 / 塑化原料
1310,石化 / 塑化原料,1,theme refinement v2,台苯,TWSE,塑膠工業,石化 / 塑化原料
1312,石化 / 塑化原料,1,theme refinement v2,國喬,TWSE,塑膠工業,石化 / 塑化原料
1313,石化 / 塑化原料,1,theme refinement v2,聯成,TWSE,塑膠工業,石化 / 塑化原料
1314,石化 / 塑化原料,1,theme refinement v2,中石化,TWSE,塑膠工業,石化 / 塑化原料
1315,塑膠加工 / 包材,1,theme refinement v2,達新,TWSE,塑膠工業,塑膠加工 / 包材
1316,建材營造 / 綜合,1,current classified theme,上曜,TWSE,建材營造,建材營造 / 綜合
1319,汽車零組件 / 綜合,1,current classified theme,東陽,TWSE,汽車工業,汽車零組件 / 綜合
1321,塑膠加工 / 包材,1,theme refinement v2,大洋,TWSE,塑膠工業,塑膠加工 / 包材
1323,塑膠加工 / 包材,1,theme refinement v2,永裕,TWSE,塑膠工業,塑膠加工 / 包材
1324,塑膠加工 / 包材,1,theme refinement v2,地球,TWSE,塑膠工業,塑膠加工 / 包材
1325,塑膠加工 / 包材,1,theme refinement v2,恆大,TWSE,塑膠工業,塑膠加工 / 包材
1326,石化 / 塑化原料,1,theme refinement v2,台化,TWSE,塑膠工業,石化 / 塑化原料
1336,電子零組件 / 綜合,1,current classified theme,台翰,TPEx,電子零組件業,電子零組件 / 綜合
1337,塑膠加工 / 包材,1,theme refinement v2,再生-KY,TWSE,塑膠工業,塑膠加工 / 包材
1338,汽車零組件 / 綜合,1,current classified theme,廣華-KY,TWSE,汽車工業,汽車零組件 / 綜合
1339,汽車零組件 / 綜合,1,current classified theme,昭輝,TWSE,汽車工業,汽車零組件 / 綜合
1340,塑膠加工 / 包材,1,theme refinement v2,勝悅-KY,TWSE,塑膠工業,塑膠加工 / 包材
1341,塑膠加工 / 包材,1,theme refinement v2,富林-KY,TWSE,塑膠工業,塑膠加工 / 包材
1342,綜合產業 / 綜合,1,current classified theme,八貫,TWSE,其他,綜合產業 / 綜合
1402,化纖 / 聚酯,1,theme refinement v2,遠東新,TWSE,紡織纖維,化纖 / 聚酯
1409,化纖 / 聚酯,1,theme refinement v2,新纖,TWSE,紡織纖維,化纖 / 聚酯
1410,布料 / 成衣 / 機能紡織,1,theme refinement v2,南染,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1413,化纖 / 聚酯,1,theme refinement v2,宏洲,TWSE,紡織纖維,化纖 / 聚酯
1414,布料 / 成衣 / 機能紡織,1,theme refinement v2,東和,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1416,綜合產業 / 綜合,1,current classified theme,廣豐,TWSE,其他,綜合產業 / 綜合
1417,布料 / 成衣 / 機能紡織,1,theme refinement v2,嘉裕,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1418,紡織纖維 / 綜合,1,current classified theme,東華,TWSE,紡織纖維,紡織纖維 / 綜合
1419,布料 / 成衣 / 機能紡織,1,theme refinement v2,新紡,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1423,紡織纖維 / 綜合,1,current classified theme,利華,TWSE,紡織纖維,紡織纖維 / 綜合
1432,運動休閒 / 綜合,1,current classified theme,大魯閣,TWSE,運動休閒,運動休閒 / 綜合
1434,布料 / 成衣 / 機能紡織,1,theme refinement v2,福懋,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1435,綜合產業 / 綜合,1,current classified theme,中福,TWSE,其他,綜合產業 / 綜合
1436,建材營造 / 綜合,1,current classified theme,華友聯,TWSE,建材營造,建材營造 / 綜合
1437,綜合產業 / 綜合,1,current classified theme,勤益控,TWSE,其他,綜合產業 / 綜合
1438,建材營造 / 綜合,1,current classified theme,三地開發,TWSE,建材營造,建材營造 / 綜合
1439,建材營造 / 綜合,1,current classified theme,雋揚,TWSE,建材營造,建材營造 / 綜合
1440,化纖 / 聚酯,1,theme refinement v2,南紡,TWSE,紡織纖維,化纖 / 聚酯
1441,紡織纖維 / 綜合,1,current classified theme,大東,TWSE,紡織纖維,紡織纖維 / 綜合
1442,建材營造 / 綜合,1,current classified theme,名軒,TWSE,建材營造,建材營造 / 綜合
1443,綜合產業 / 綜合,1,current classified theme,立益物流,TWSE,其他,綜合產業 / 綜合
1444,化纖 / 聚酯,1,theme refinement v2,力麗,TWSE,紡織纖維,化纖 / 聚酯
1445,紡織纖維 / 綜合,1,current classified theme,大宇,TWSE,紡織纖維,紡織纖維 / 綜合
1446,布料 / 成衣 / 機能紡織,1,theme refinement v2,宏和,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1447,化纖 / 聚酯,1,theme refinement v2,力鵬,TWSE,紡織纖維,化纖 / 聚酯
1449,布料 / 成衣 / 機能紡織,1,theme refinement v2,佳和,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1451,布料 / 成衣 / 機能紡織,1,theme refinement v2,年興,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1452,布料 / 成衣 / 機能紡織,1,theme refinement v2,宏益,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1453,建材營造 / 綜合,1,current classified theme,大將,TWSE,建材營造,建材營造 / 綜合
1454,布料 / 成衣 / 機能紡織,1,theme refinement v2,台富,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1455,化纖 / 聚酯,1,theme refinement v2,集盛,TWSE,紡織纖維,化纖 / 聚酯
1456,建材營造 / 綜合,1,current classified theme,怡華,TWSE,建材營造,建材營造 / 綜合
1457,化纖 / 聚酯,1,theme refinement v2,宜進,TWSE,紡織纖維,化纖 / 聚酯
1459,化纖 / 聚酯,1,theme refinement v2,聯發,TWSE,紡織纖維,化纖 / 聚酯
1460,化纖 / 聚酯,1,theme refinement v2,宏遠,TWSE,紡織纖維,化纖 / 聚酯
1463,化纖 / 聚酯,1,theme refinement v2,強盛新,TWSE,紡織纖維,化纖 / 聚酯
1464,布料 / 成衣 / 機能紡織,1,theme refinement v2,得力,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1465,布料 / 成衣 / 機能紡織,1,theme refinement v2,偉全,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1466,化纖 / 聚酯,1,theme refinement v2,聚隆,TWSE,紡織纖維,化纖 / 聚酯
1467,布料 / 成衣 / 機能紡織,1,theme refinement v2,南緯,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1468,布料 / 成衣 / 機能紡織,1,theme refinement v2,昶和,TWSE,紡織纖維,布料 / 成衣 / 機能紡織
1470,紡織纖維 / 綜合,1,current classified theme,大統新創,TWSE,紡織纖維,紡織纖維 / 綜合
1471,電子零組件 / 綜合,1,current classified theme,首利,TWSE,電子零組件業,電子零組件 / 綜合
1472,建材營造 / 綜合,1,current classified theme,三洋實業,TWSE,建材營造,建材營造 / 綜合
1473,紡織纖維 / 綜合,1,current classified theme,台南,TWSE,紡織纖維,紡織纖維 / 綜合
1474,紡織纖維 / 綜合,1,current classified theme,弘裕,TWSE,紡織纖維,紡織纖維 / 綜合
1475,紡織纖維 / 綜合,1,current classified theme,業旺,TWSE,紡織纖維,紡織纖維 / 綜合
1476,紡織纖維 / 綜合,1,current classified theme,儒鴻,TWSE,紡織纖維,紡織纖維 / 綜合
1477,紡織纖維 / 綜合,1,current classified theme,聚陽,TWSE,紡織纖維,紡織纖維 / 綜合
1503,重電 / 電力設備,1,current classified theme,士電,TWSE,電機機械,重電 / 電力設備
1504,機器人 / 自動化,1,current classified theme,東元,TWSE,電機機械,機器人 / 自動化
1506,電機機械 / 綜合,1,current classified theme,正道,TWSE,電機機械,電機機械 / 綜合
1512,汽車零組件 / 綜合,1,current classified theme,瑞利,TWSE,汽車工業,汽車零組件 / 綜合
1513,重電 / 電力設備,1,current classified theme,中興電,TWSE,電機機械,重電 / 電力設備
1514,重電 / 電力設備,1,current classified theme,亞力,TWSE,電機機械,重電 / 電力設備
1515,電機機械 / 綜合,1,current classified theme,力山,TWSE,電機機械,電機機械 / 綜合
1516,綜合產業 / 綜合,1,current classified theme,川飛,TWSE,其他,綜合產業 / 綜合
1517,電機機械 / 綜合,1,current classified theme,利奇,TWSE,電機機械,電機機械 / 綜合
1519,電機機械 / 綜合,1,current classified theme,華城,TWSE,電機機械,電機機械 / 綜合
1521,汽車零組件 / 綜合,1,current classified theme,大億,TWSE,汽車工業,汽車零組件 / 綜合
1522,車用電子 / EV,1,current classified theme,堤維西,TWSE,汽車工業,車用電子 / EV
1524,汽車零組件 / 綜合,1,current classified theme,耿鼎,TWSE,汽車工業,汽車零組件 / 綜合
1525,汽車零組件 / 綜合,1,current classified theme,江申,TWSE,汽車工業,汽車零組件 / 綜合
1526,電機機械 / 綜合,1,current classified theme,日馳,TWSE,電機機械,電機機械 / 綜合
1527,電機機械 / 綜合,1,current classified theme,鑽全,TWSE,電機機械,電機機械 / 綜合
1528,電機機械 / 綜合,1,current classified theme,恩德,TWSE,電機機械,電機機械 / 綜合
1529,電機機械 / 綜合,1,current classified theme,樂事綠能,TWSE,電機機械,電機機械 / 綜合
1530,電機機械 / 綜合,1,current classified theme,亞崴,TWSE,電機機械,電機機械 / 綜合
1531,電機機械 / 綜合,1,current classified theme,高林股,TWSE,電機機械,電機機械 / 綜合
1532,電機機械 / 綜合,1,current classified theme,勤美,TWSE,電機機械,電機機械 / 綜合
1533,汽車零組件 / 綜合,1,current classified theme,車王電,TWSE,汽車工業,汽車零組件 / 綜合
1535,電機機械 / 綜合,1,current classified theme,中宇,TWSE,電機機械,電機機械 / 綜合
1536,機器人 / 自動化,1,current classified theme,和大,TWSE,汽車工業,機器人 / 自動化｜車用電子 / EV
1536,車用電子 / EV,1,current classified theme,和大,TWSE,汽車工業,機器人 / 自動化｜車用電子 / EV
1537,電機機械 / 綜合,1,current classified theme,廣隆,TWSE,電機機械,電機機械 / 綜合
1538,電機機械 / 綜合,1,current classified theme,正峰,TWSE,電機機械,電機機械 / 綜合
1539,電機機械 / 綜合,1,current classified theme,巨庭,TWSE,電機機械,電機機械 / 綜合
1540,電機機械 / 綜合,1,current classified theme,喬福,TWSE,電機機械,電機機械 / 綜合
1541,電機機械 / 綜合,1,current classified theme,錩泰,TWSE,電機機械,電機機械 / 綜合
1558,電機機械 / 綜合,1,current classified theme,伸興,TWSE,電機機械,電機機械 / 綜合
1560,電機機械 / 綜合,1,current classified theme,中砂,TWSE,電機機械,電機機械 / 綜合
1563,汽車零組件 / 綜合,1,current classified theme,巧新,TWSE,汽車工業,汽車零組件 / 綜合
1565,醫材 / 隱形眼鏡 / 居家醫療,1,theme refinement v2,精華,TPEx,生技醫療業,醫材 / 隱形眼鏡 / 居家醫療
1568,汽車零組件 / 綜合,1,current classified theme,倉佑,TWSE,汽車工業,汽車零組件 / 綜合
1569,電腦週邊設備 / 綜合,1,current classified theme,濱川,TPEx,電腦及週邊設備業,電腦週邊設備 / 綜合
1570,電機機械 / 綜合,1,current classified theme,力肯,TPEx,電機機械,電機機械 / 綜合
1580,電機機械 / 綜合,1,current classified theme,新麥,TPEx,電機機械,電機機械 / 綜合
1582,高速連接器 / 機構件,1,current classified theme,信錦,TWSE,電子零組件業,高速連接器 / 機構件
1583,工具機,1,theme singleton cleanup v3,程泰,TWSE,電機機械,工具機
1584,綜合產業 / 綜合,1,current classified theme,精剛,TPEx,其他,綜合產業 / 綜合
1586,電機機械 / 綜合,1,current classified theme,和勤,TPEx,電機機械,電機機械 / 綜合
1587,汽車零組件 / 綜合,1,current classified theme,吉茂,TWSE,汽車工業,汽車零組件 / 綜合
1589,電機機械 / 綜合,1,current classified theme,永冠-KY,TWSE,電機機械,電機機械 / 綜合
1590,電機機械 / 綜合,1,current classified theme,亞德客-KY,TWSE,電機機械,電機機械 / 綜合
1591,電機機械 / 綜合,1,current classified theme,駿吉-KY,TPEx,電機機械,電機機械 / 綜合
1593,運動休閒 / 綜合,1,current classified theme,祺驊,TPEx,運動休閒,運動休閒 / 綜合
1595,電子零組件 / 綜合,1,current classified theme,川寶,TPEx,電子零組件業,電子零組件 / 綜合
1597,工業感測 / 製程自動化,1,theme singleton cleanup v3,直得,TWSE,電機機械,工業感測 / 製程自動化
1598,運動休閒 / 綜合,1,current classified theme,岱宇,TWSE,運動休閒,運動休閒 / 綜合
1599,電機機械 / 綜合,1,current classified theme,宏佳騰,TPEx,電機機械,電機機械 / 綜合
1603,電器電纜 / 綜合,1,current classified theme,華電,TWSE,電器電纜,電器電纜 / 綜合
1604,電器電纜 / 綜合,1,current classified theme,聲寶,TWSE,電器電纜,電器電纜 / 綜合
1605,線纜 / 銅材,1,current classified theme,華新,TWSE,電器電纜,線纜 / 銅材
1608,電器電纜 / 綜合,1,current classified theme,華榮,TWSE,電器電纜,電器電纜 / 綜合
1609,線纜 / 銅材,1,current classified theme,大亞,TWSE,電器電纜,線纜 / 銅材
1611,電器電纜 / 綜合,1,current classified theme,中電,TWSE,電器電纜,電器電纜 / 綜合
1612,線纜 / 銅材,1,current classified theme,宏泰,TWSE,電器電纜,線纜 / 銅材
1614,電器電纜 / 綜合,1,current classified theme,三洋電,TWSE,電器電纜,電器電纜 / 綜合
1615,電器電纜 / 綜合,1,current classified theme,大山,TWSE,電器電纜,電器電纜 / 綜合
1616,電器電纜 / 綜合,1,current classified theme,億泰,TWSE,電器電纜,電器電纜 / 綜合
1617,電器電纜 / 綜合,1,current classified theme,榮星,TWSE,電器電纜,電器電纜 / 綜合
1618,電器電纜 / 綜合,1,current classified theme,合機,TWSE,電器電纜,電器電纜 / 綜合
1623,電器電纜 / 綜合,1,current classified theme,大東電,TWSE,電器電纜,電器電纜 / 綜合
1626,電器電纜 / 綜合,1,current classified theme,艾美特-KY,TWSE,電器電纜,電器電纜 / 綜合
1702,食品民生 / 綜合,1,current classified theme,南僑,TWSE,食品工業,食品民生 / 綜合
1707,保健食品 / 益生菌,1,theme refinement v2,葡萄王,TWSE,生技醫療業,保健食品 / 益生菌
1708,基礎化工 / 溶劑,1,theme refinement v2,東鹼,TWSE,化學工業,基礎化工 / 溶劑
1709,基礎化工 / 溶劑,1,theme refinement v2,和益,TWSE,化學工業,基礎化工 / 溶劑
1710,電子化學 / 特用化學,1,theme refinement v2,東聯,TWSE,化學工業,電子化學 / 特用化學
1711,電子化學 / 特用化學,1,theme refinement v2,永光,TWSE,化學工業,電子化學 / 特用化學
1712,肥料 / 農化,1,theme refinement v2,興農,TWSE,化學工業,肥料 / 農化
1713,基礎化工 / 溶劑,1,theme refinement v2,國化,TWSE,化學工業,基礎化工 / 溶劑
1714,基礎化工 / 溶劑,1,theme refinement v2,和桐,TWSE,化學工業,基礎化工 / 溶劑
1717,塗料 / 樹脂 / 接著劑,1,theme refinement v2,長興,TWSE,化學工業,塗料 / 樹脂 / 接著劑
1718,基礎化工 / 溶劑,1,theme refinement v2,中纖,TWSE,化學工業,基礎化工 / 溶劑
1720,學名藥 / 製藥,1,theme refinement v2,生達,TWSE,生技醫療業,學名藥 / 製藥
1721,基礎化工 / 溶劑,1,theme refinement v2,三晃,TWSE,化學工業,基礎化工 / 溶劑
1722,肥料 / 農化,1,theme refinement v2,台肥,TWSE,化學工業,肥料 / 農化
1723,碳材料 / 電池材料,1,theme refinement v2,中碳,TWSE,化學工業,碳材料 / 電池材料
1725,基礎化工 / 溶劑,1,theme refinement v2,元禎,TWSE,化學工業,基礎化工 / 溶劑
1726,塗料 / 樹脂 / 接著劑,1,theme refinement v2,永記,TWSE,化學工業,塗料 / 樹脂 / 接著劑
1727,基礎化工 / 溶劑,1,theme refinement v2,中華化,TWSE,化學工業,基礎化工 / 溶劑
1730,清潔用品 / 家用化工,1,theme refinement v2,花仙子,TWSE,化學工業,清潔用品 / 家用化工
1731,保健食品 / 益生菌,1,theme refinement v2,美吾華,TWSE,生技醫療業,保健食品 / 益生菌
1732,清潔用品 / 家用化工,1,current classified theme,毛寶,TWSE,化學工業,清潔用品 / 家用化工
1733,醫材 / 隱形眼鏡 / 居家醫療,1,theme refinement v2,五鼎,TWSE,生技醫療業,醫材 / 隱形眼鏡 / 居家醫療
1734,學名藥 / 製藥,1,theme refinement v2,杏輝,TWSE,生技醫療業,學名藥 / 製藥
1735,基礎化工 / 溶劑,1,theme refinement v2,日勝化,TWSE,化學工業,基礎化工 / 溶劑
1736,運動休閒 / 綜合,1,current classified theme,喬山,TWSE,運動休閒,運動休閒 / 綜合
1737,食品民生 / 綜合,1,current classified theme,臺鹽,TWSE,食品工業,食品民生 / 綜合
1742,基礎化工 / 溶劑,1,theme refinement v2,台蠟,TPEx,化學工業,基礎化工 / 溶劑
1752,學名藥 / 製藥,1,theme refinement v2,南光,TWSE,生技醫療業,學名藥 / 製藥
1760,學名藥 / 製藥,1,theme refinement v2,寶齡富錦,TWSE,生技醫療業,學名藥 / 製藥
1762,學名藥 / 製藥,1,theme refinement v2,中化生,TWSE,生技醫療業,學名藥 / 製藥
1773,電子化學 / 特用化學,1,theme refinement v2,勝一,TWSE,化學工業,電子化學 / 特用化學
1776,電子化學 / 特用化學,1,theme refinement v2,展宇,TWSE,化學工業,電子化學 / 特用化學
1777,生技醫療 / 綜合,1,current classified theme,生泰,TPEx,生技醫療業,生技醫療 / 綜合
1781,醫材 / 隱形眼鏡 / 居家醫療,1,theme refinement v2,合世,TPEx,生技醫療業,醫材 / 隱形眼鏡 / 居家醫療
1783,生技醫療 / 綜合,1,current classified theme,和康生,TWSE,生技醫療業,生技醫療 / 綜合
1784,生技醫療 / 綜合,1,current classified theme,訊聯,TPEx,生技醫療業,生技醫療 / 綜合
1785,工業檢測 / 測試設備,1,test and materials lab exposure,光洋科,TPEx,其他電子業,工業檢測 / 測試設備
1786,醫材 / 隱形眼鏡 / 居家醫療,1,theme refinement v2,科妍,TWSE,生技醫療業,醫材 / 隱形眼鏡 / 居家醫療
1788,醫療通路 / 醫材服務,1,theme singleton cleanup v3,杏昌,TPEx,生技醫療業,醫療通路 / 醫材服務
1789,學名藥 / 製藥,1,theme refinement v2,神隆,TWSE,生技醫療業,學名藥 / 製藥
1795,學名藥 / 製藥,1,theme refinement v2,美時,TWSE,生技醫療業,學名藥 / 製藥
1796,食品民生 / 綜合,1,current classified theme,金穎生技,TPEx,食品工業,食品民生 / 綜合
1799,生技醫療 / 綜合,1,current classified theme,易威,TPEx,生技醫療業,生技醫療 / 綜合
1802,玻璃建材 / 磁磚,1,theme refinement v2,台玻,TWSE,玻璃陶瓷,玻璃建材 / 磁磚
1805,建材營造 / 綜合,1,current classified theme,寶徠,TWSE,建材營造,建材營造 / 綜合
1806,玻璃建材 / 磁磚,1,theme refinement v2,冠軍,TWSE,玻璃陶瓷,玻璃建材 / 磁磚
1808,建材營造 / 綜合,1,current classified theme,潤隆,TWSE,建材營造,建材營造 / 綜合
1809,玻璃建材 / 磁磚,1,theme refinement v2,中釉,TWSE,玻璃陶瓷,玻璃建材 / 磁磚
1810,玻璃建材 / 磁磚,1,theme singleton cleanup v3,和成,TWSE,玻璃陶瓷,玻璃建材 / 磁磚
1813,生技醫療 / 綜合,1,current classified theme,寶利徠,TPEx,生技醫療業,生技醫療 / 綜合
1815,PCB / CCL,1,glass fiber cloth and pcb material exposure,富喬,TPEx,電子零組件業,PCB / CCL
1817,玻璃建材 / 磁磚,1,theme refinement v2,凱撒衛,TWSE,玻璃陶瓷,玻璃建材 / 磁磚
1903,造紙紙器 / 綜合,1,current classified theme,士紙,TWSE,造紙工業,造紙紙器 / 綜合
1904,造紙紙器 / 綜合,1,current classified theme,正隆,TWSE,造紙工業,造紙紙器 / 綜合
1905,造紙紙器 / 綜合,1,current classified theme,華紙,TWSE,造紙工業,造紙紙器 / 綜合
1906,造紙紙器 / 綜合,1,current classified theme,寶隆,TWSE,造紙工業,造紙紙器 / 綜合
1907,造紙紙器 / 綜合,1,current classified theme,永豐餘,TWSE,造紙工業,造紙紙器 / 綜合
1909,造紙紙器 / 綜合,1,current classified theme,榮成,TWSE,造紙工業,造紙紙器 / 綜合
2002,鋼板 / 鋼捲 / 不鏽鋼,1,theme refinement v2,中鋼,TWSE,鋼鐵工業,鋼板 / 鋼捲 / 不鏽鋼
2006,型鋼 / 鋼構 / 重建,1,theme refinement v2,東和鋼鐵,TWSE,鋼鐵工業,型鋼 / 鋼構 / 重建
2007,鋼板 / 鋼捲 / 不鏽鋼,1,theme refinement v2,燁興,TWSE,鋼鐵工業,鋼板 / 鋼捲 / 不鏽鋼
2008,鋼鐵材料 / 綜合,1,current classified theme,高興昌,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2009,鋼鐵材料 / 綜合,1,current classified theme,第一銅,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2010,鋼鐵材料 / 綜合,1,current classified theme,春源,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2012,鋼鐵材料 / 綜合,1,current classified theme,春雨,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2013,型鋼 / 鋼構 / 重建,1,theme refinement v2,中鋼構,TWSE,鋼鐵工業,型鋼 / 鋼構 / 重建
2014,鋼板 / 鋼捲 / 不鏽鋼,1,theme refinement v2,中鴻,TWSE,鋼鐵工業,鋼板 / 鋼捲 / 不鏽鋼
2015,型鋼 / 鋼構 / 重建,1,theme refinement v2,豐興,TWSE,鋼鐵工業,型鋼 / 鋼構 / 重建
2017,鋼鐵材料 / 綜合,1,current classified theme,官田鋼,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2020,鋼鐵材料 / 綜合,1,current classified theme,美亞,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2022,鋼鐵材料 / 綜合,1,current classified theme,聚亨,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2023,鋼鐵材料 / 綜合,1,current classified theme,燁輝,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2024,鋼鐵材料 / 綜合,1,current classified theme,志聯,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2025,鋼鐵材料 / 綜合,1,current classified theme,千興,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2027,鋼板 / 鋼捲 / 不鏽鋼,1,theme refinement v2,大成鋼,TWSE,鋼鐵工業,鋼板 / 鋼捲 / 不鏽鋼
2028,鋼鐵材料 / 綜合,1,current classified theme,威致,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2029,鋼板 / 鋼捲 / 不鏽鋼,1,theme refinement v2,盛餘,TWSE,鋼鐵工業,鋼板 / 鋼捲 / 不鏽鋼
2030,鋼板 / 鋼捲 / 不鏽鋼,1,theme refinement v2,彰源,TWSE,鋼鐵工業,鋼板 / 鋼捲 / 不鏽鋼
2031,鋼鐵材料 / 綜合,1,current classified theme,新光鋼,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2032,鋼鐵材料 / 綜合,1,current classified theme,新鋼,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2033,鋼鐵材料 / 綜合,1,current classified theme,佳大,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2034,鋼板 / 鋼捲 / 不鏽鋼,1,theme refinement v2,允強,TWSE,鋼鐵工業,鋼板 / 鋼捲 / 不鏽鋼
2035,鋼板 / 鋼捲 / 不鏽鋼,1,theme refinement v2,唐榮公司,TPEx,鋼鐵工業,鋼板 / 鋼捲 / 不鏽鋼
2038,鋼鐵材料 / 綜合,1,current classified theme,海光,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
2049,機器人 / 自動化,1,current classified theme,上銀,TWSE,電機機械,機器人 / 自動化
2059,伺服器ODM / 機櫃,1,server rail / server mechanical,川湖,TWSE,電子零組件業,伺服器ODM / 機櫃
2061,電器電纜 / 綜合,1,current classified theme,風青,TPEx,電器電纜,電器電纜 / 綜合
2062,居家生活 / 綜合,1,current classified theme,橋椿,TWSE,居家生活,居家生活 / 綜合
2063,扣件 / 特殊鋼,1,theme refinement v2,世鎧,TPEx,鋼鐵工業,扣件 / 特殊鋼
2064,扣件 / 特殊鋼,1,theme refinement v2,晉椿,TPEx,鋼鐵工業,扣件 / 特殊鋼
