code,theme,enabled,note,name_zh,market,official_industry,current_themes
2596,建材營造 / 綜合,1,current classified theme,綠意,TPEx,建材營造,建材營造 / 綜合
2597,建材營造 / 綜合,1,current classified theme,潤弘,TWSE,建材營造,建材營造 / 綜合
2601,零售貿易 / 綜合,1,current classified theme,益航,TWSE,貿易百貨,零售貿易 / 綜合
2603,航運物流 / 綜合,1,current classified theme,長榮,TWSE,航運業,航運物流 / 綜合
2605,航運物流 / 綜合,1,current classified theme,新興,TWSE,航運業,航運物流 / 綜合
2606,航運物流 / 綜合,1,current classified theme,裕民,TWSE,航運業,航運物流 / 綜合
2607,航運物流 / 綜合,1,current classified theme,榮運,TWSE,航運業,航運物流 / 綜合
2608,航運物流 / 綜合,1,current classified theme,嘉里大榮,TWSE,航運業,航運物流 / 綜合
2609,航運物流 / 綜合,1,current classified theme,陽明,TWSE,航運業,航運物流 / 綜合
2610,航空 / 旅運,1,theme singleton cleanup v3,華航,TWSE,航運業,航空 / 旅運
2611,航運物流 / 綜合,1,current classified theme,志信,TWSE,航運業,航運物流 / 綜合
2612,航運物流 / 綜合,1,current classified theme,中航,TWSE,航運業,航運物流 / 綜合
2613,航運物流 / 綜合,1,current classified theme,中櫃,TWSE,航運業,航運物流 / 綜合
2614,綜合產業 / 綜合,1,current classified theme,東森,TWSE,其他,綜合產業 / 綜合
2615,航運物流 / 綜合,1,current classified theme,萬海,TWSE,航運業,航運物流 / 綜合
2616,能源公用 / 綜合,1,current classified theme,山隆,TWSE,油電燃氣業,能源公用 / 綜合
2617,航運物流 / 綜合,1,current classified theme,台航,TWSE,航運業,航運物流 / 綜合
2618,航空 / 旅運,1,theme singleton cleanup v3,長榮航,TWSE,航運業,航空 / 旅運
2630,航運物流 / 綜合,1,current classified theme,亞航,TWSE,航運業,航運物流 / 綜合
2633,航運物流 / 綜合,1,current classified theme,台灣高鐵,TWSE,航運業,航運物流 / 綜合
2634,航運物流 / 綜合,1,current classified theme,漢翔,TWSE,航運業,航運物流 / 綜合
2636,航運物流 / 綜合,1,current classified theme,台驊控股,TWSE,航運業,航運物流 / 綜合
2637,航運物流 / 綜合,1,current classified theme,慧洋-KY,TWSE,航運業,航運物流 / 綜合
2640,數位雲端 / 綜合,1,current classified theme,大車隊,TPEx,數位雲端,數位雲端 / 綜合
2641,航運物流 / 綜合,1,current classified theme,正德,TPEx,航運業,航運物流 / 綜合
2642,航運物流 / 綜合,1,current classified theme,宅配通,TWSE,航運業,航運物流 / 綜合
2643,航運物流 / 綜合,1,current classified theme,捷迅,TPEx,航運業,航運物流 / 綜合
2645,航運物流 / 綜合,1,current classified theme,長榮航太,TWSE,航運業,航運物流 / 綜合
2646,航空 / 旅運,1,theme singleton cleanup v3,星宇航空,TWSE,航運業,航空 / 旅運
2701,觀光餐旅 / 綜合,1,current classified theme,萬企,TWSE,觀光餐旅,觀光餐旅 / 綜合
2702,觀光餐旅 / 綜合,1,current classified theme,華園,TWSE,觀光餐旅,觀光餐旅 / 綜合
2704,觀光餐旅 / 綜合,1,current classified theme,國賓,TWSE,觀光餐旅,觀光餐旅 / 綜合
2705,觀光餐旅 / 綜合,1,current classified theme,六福,TWSE,觀光餐旅,觀光餐旅 / 綜合
2706,觀光餐旅 / 綜合,1,current classified theme,第一店,TWSE,觀光餐旅,觀光餐旅 / 綜合
2707,觀光餐旅 / 綜合,1,current classified theme,晶華,TWSE,觀光餐旅,觀光餐旅 / 綜合
2712,觀光餐旅 / 綜合,1,current classified theme,遠雄來,TWSE,觀光餐旅,觀光餐旅 / 綜合
2718,建材營造 / 綜合,1,current classified theme,晶悅,TPEx,建材營造,建材營造 / 綜合
2719,觀光餐旅 / 綜合,1,current classified theme,燦星旅,TPEx,觀光餐旅,觀光餐旅 / 綜合
2722,觀光餐旅 / 綜合,1,current classified theme,夏都,TWSE,觀光餐旅,觀光餐旅 / 綜合
2723,觀光餐旅 / 綜合,1,current classified theme,美食-KY,TWSE,觀光餐旅,觀光餐旅 / 綜合
2724,綜合產業 / 綜合,1,current classified theme,藝舍-KY,TPEx,其他,綜合產業 / 綜合
2726,觀光餐旅 / 綜合,1,current classified theme,雅茗-KY,TPEx,觀光餐旅,觀光餐旅 / 綜合
2727,觀光餐旅 / 綜合,1,current classified theme,王品,TWSE,觀光餐旅,觀光餐旅 / 綜合
2729,觀光餐旅 / 綜合,1,current classified theme,瓦城,TPEx,觀光餐旅,觀光餐旅 / 綜合
2731,觀光餐旅 / 綜合,1,current classified theme,雄獅,TWSE,觀光餐旅,觀光餐旅 / 綜合
2732,觀光餐旅 / 綜合,1,current classified theme,六角,TPEx,觀光餐旅,觀光餐旅 / 綜合
2734,觀光餐旅 / 綜合,1,current classified theme,易飛網,TPEx,觀光餐旅,觀光餐旅 / 綜合
2736,觀光餐旅 / 綜合,1,current classified theme,富野,TPEx,觀光餐旅,觀光餐旅 / 綜合
2739,觀光餐旅 / 綜合,1,current classified theme,寒舍,TWSE,觀光餐旅,觀光餐旅 / 綜合
2740,觀光餐旅 / 綜合,1,current classified theme,天蔥,TPEx,觀光餐旅,觀光餐旅 / 綜合
2743,觀光餐旅 / 綜合,1,current classified theme,山富,TPEx,觀光餐旅,觀光餐旅 / 綜合
2745,觀光餐旅 / 綜合,1,current classified theme,五福,TPEx,觀光餐旅,觀光餐旅 / 綜合
2748,觀光餐旅 / 綜合,1,current classified theme,雲品,TWSE,觀光餐旅,觀光餐旅 / 綜合
2752,觀光餐旅 / 綜合,1,current classified theme,豆府,TPEx,觀光餐旅,觀光餐旅 / 綜合
2753,觀光餐旅 / 綜合,1,current classified theme,八方雲集,TWSE,觀光餐旅,觀光餐旅 / 綜合
2754,觀光餐旅 / 綜合,1,current classified theme,亞洲藏壽司,TPEx,觀光餐旅,觀光餐旅 / 綜合
2755,觀光餐旅 / 綜合,1,current classified theme,揚秦,TPEx,觀光餐旅,觀光餐旅 / 綜合
2756,觀光餐旅 / 綜合,1,current classified theme,聯發國際,TPEx,觀光餐旅,觀光餐旅 / 綜合
2762,運動休閒 / 綜合,1,current classified theme,世界健身-KY,TWSE,運動休閒,運動休閒 / 綜合
2801,金融保險 / 綜合,1,current classified theme,彰銀,TWSE,金融保險業,金融保險 / 綜合
2812,金融保險 / 綜合,1,current classified theme,台中銀,TWSE,金融保險業,金融保險 / 綜合
2816,金融保險 / 綜合,1,current classified theme,旺旺保,TWSE,金融保險業,金融保險 / 綜合
2820,金融保險 / 綜合,1,current classified theme,華票,TWSE,金融保險業,金融保險 / 綜合
2832,金融保險 / 綜合,1,current classified theme,台產,TWSE,金融保險業,金融保險 / 綜合
2834,金融保險 / 綜合,1,current classified theme,臺企銀,TWSE,金融保險業,金融保險 / 綜合
2836,金融保險 / 綜合,1,current classified theme,高雄銀,TWSE,金融保險業,金融保險 / 綜合
2838,金融保險 / 綜合,1,current classified theme,聯邦銀,TWSE,金融保險業,金融保險 / 綜合
2845,金融保險 / 綜合,1,current classified theme,遠東銀,TWSE,金融保險業,金融保險 / 綜合
2849,金融保險 / 綜合,1,current classified theme,安泰銀,TWSE,金融保險業,金融保險 / 綜合
2850,金融保險 / 綜合,1,current classified theme,新產,TWSE,金融保險業,金融保險 / 綜合
2851,金融保險 / 綜合,1,current classified theme,中再保,TWSE,金融保險業,金融保險 / 綜合
2852,金融保險 / 綜合,1,current classified theme,第一保,TWSE,金融保險業,金融保險 / 綜合
2855,金融保險 / 綜合,1,current classified theme,統一證,TWSE,金融保險業,金融保險 / 綜合
2867,金融保險 / 綜合,1,current classified theme,三商壽,TWSE,金融保險業,金融保險 / 綜合
2880,金融保險 / 綜合,1,current classified theme,華南金,TWSE,金融保險業,金融保險 / 綜合
2881,金融保險 / 綜合,1,current classified theme,富邦金,TWSE,金融保險業,金融保險 / 綜合
2882,金融保險 / 綜合,1,current classified theme,國泰金,TWSE,金融保險業,金融保險 / 綜合
2883,金融保險 / 綜合,1,current classified theme,凱基金,TWSE,金融保險業,金融保險 / 綜合
2884,金融保險 / 綜合,1,current classified theme,玉山金,TWSE,金融保險業,金融保險 / 綜合
2885,金融保險 / 綜合,1,current classified theme,元大金,TWSE,金融保險業,金融保險 / 綜合
2886,金融保險 / 綜合,1,current classified theme,兆豐金,TWSE,金融保險業,金融保險 / 綜合
2887,金融保險 / 綜合,1,current classified theme,台新新光金,TWSE,金融保險業,金融保險 / 綜合
2889,金融保險 / 綜合,1,current classified theme,國票金,TWSE,金融保險業,金融保險 / 綜合
2890,金融保險 / 綜合,1,current classified theme,永豐金,TWSE,金融保險業,金融保險 / 綜合
2891,金融保險 / 綜合,1,current classified theme,中信金,TWSE,金融保險業,金融保險 / 綜合
2892,金融保險 / 綜合,1,current classified theme,第一金,TWSE,金融保險業,金融保險 / 綜合
2897,金融保險 / 綜合,1,current classified theme,王道銀行,TWSE,金融保險業,金融保險 / 綜合
2901,零售貿易 / 綜合,1,current classified theme,欣欣,TWSE,貿易百貨,零售貿易 / 綜合
2903,零售貿易 / 綜合,1,current classified theme,遠百,TWSE,貿易百貨,零售貿易 / 綜合
2904,綜合產業 / 綜合,1,current classified theme,匯僑,TWSE,其他,綜合產業 / 綜合
2905,零售貿易 / 綜合,1,current classified theme,三商,TWSE,貿易百貨,零售貿易 / 綜合
2906,零售貿易 / 綜合,1,current classified theme,高林,TWSE,貿易百貨,零售貿易 / 綜合
2908,零售貿易 / 綜合,1,current classified theme,特力,TWSE,貿易百貨,零售貿易 / 綜合
2910,零售貿易 / 綜合,1,current classified theme,統領,TWSE,貿易百貨,零售貿易 / 綜合
2911,零售貿易 / 綜合,1,current classified theme,麗嬰房,TWSE,貿易百貨,零售貿易 / 綜合
2912,零售貿易 / 綜合,1,current classified theme,統一超,TWSE,貿易百貨,零售貿易 / 綜合
2913,零售貿易 / 綜合,1,current classified theme,農林,TWSE,貿易百貨,零售貿易 / 綜合
2915,零售貿易 / 綜合,1,current classified theme,潤泰全,TWSE,貿易百貨,零售貿易 / 綜合
2916,居家生活 / 綜合,1,current classified theme,滿心,TPEx,居家生活,居家生活 / 綜合
2923,建材營造 / 綜合,1,current classified theme,鼎固-KY,TWSE,建材營造,建材營造 / 綜合
2924,居家生活 / 綜合,1,current classified theme,宏太-KY,TPEx,居家生活,居家生活 / 綜合
2926,文化創意 / 綜合,1,current classified theme,誠品生活,TPEx,文化創意業,文化創意 / 綜合
2929,零售貿易 / 綜合,1,current classified theme,淘帝-KY,TWSE,貿易百貨,零售貿易 / 綜合
2937,居家生活 / 綜合,1,current classified theme,集雅社,TPEx,居家生活,居家生活 / 綜合
2939,零售貿易 / 綜合,1,current classified theme,永邑-KY,TWSE,貿易百貨,零售貿易 / 綜合
2941,居家生活 / 綜合,1,current classified theme,米斯特,TPEx,居家生活,居家生活 / 綜合
2945,零售貿易 / 綜合,1,current classified theme,三商家購,TWSE,貿易百貨,零售貿易 / 綜合
2947,居家生活 / 綜合,1,current classified theme,振宇五金,TPEx,居家生活,居家生活 / 綜合
2948,居家生活 / 綜合,1,current classified theme,寶陞,TPEx,居家生活,居家生活 / 綜合
2949,數位雲端 / 綜合,1,current classified theme,欣新網,TPEx,數位雲端,數位雲端 / 綜合
3002,電腦週邊設備 / 綜合,1,current classified theme,歐格,TWSE,電腦及週邊設備業,電腦週邊設備 / 綜合
3003,車用電子 / EV,1,current classified theme,健和興,TWSE,電子零組件業,車用電子 / EV
3004,鋼鐵材料 / 綜合,1,current classified theme,豐達科,TWSE,鋼鐵工業,鋼鐵材料 / 綜合
3005,邊緣AI / IPC,1,current classified theme,神基,TWSE,電腦及週邊設備業,邊緣AI / IPC
3006,記憶體模組,1,memory and controller exposure,晶豪科,TWSE,半導體業,記憶體模組
3008,光學鏡頭,1,optical lens exposure,大立光,TWSE,光電業,光學鏡頭
3010,電子通路 / 綜合,1,current classified theme,華立,TWSE,電子通路業,電子通路 / 綜合
3011,電子零組件 / 綜合,1,current classified theme,今皓,TWSE,電子零組件業,電子零組件 / 綜合
3013,伺服器ODM / 機櫃,1,current classified theme,晟銘電,TWSE,電腦及週邊設備業,伺服器ODM / 機櫃
3014,ASIC / IC設計,1,current classified theme,聯陽,TWSE,半導體業,ASIC / IC設計
3015,BBU / 電源管理,1,current classified theme,全漢,TWSE,電子零組件業,BBU / 電源管理
3016,半導體 / 綜合,1,current classified theme,嘉晶,TWSE,半導體業,半導體 / 綜合
3017,散熱 / 液冷,1,current classified theme,奇鋐,TWSE,電腦及週邊設備業,散熱 / 液冷
3018,電子設備整合 / 綜合,1,current classified theme,隆銘綠能,TWSE,其他電子業,電子設備整合 / 綜合
3019,光學鏡頭,1,current classified theme,亞光,TWSE,光電業,光學鏡頭
3021,電子零組件 / 綜合,1,current classified theme,鴻名,TWSE,電子零組件業,電子零組件 / 綜合
3022,邊緣AI / IPC,1,current classified theme,威強電,TWSE,電腦及週邊設備業,邊緣AI / IPC
3023,BBU / 電源管理,1,current classified theme,信邦,TWSE,電子零組件業,BBU / 電源管理
3024,光電業 / 其他,1,current classified theme,憶聲,TWSE,光電業,光電業 / 其他
3025,低軌衛星 / 微波通訊,1,current classified theme,星通,TWSE,通信網路業,低軌衛星 / 微波通訊
3026,被動元件 / MLCC,1,current classified theme,禾伸堂,TWSE,電子零組件業,被動元件 / MLCC
3027,通信網路 / 綜合,1,current classified theme,盛達,TWSE,通信網路業,通信網路 / 綜合
3028,IC通路,1,current classified theme,增你強,TWSE,電子通路業,IC通路
3029,資服 / AI Agent,1,current classified theme,零壹,TWSE,資訊服務業,資服 / AI Agent
3030,工業檢測 / 測試設備,1,current classified theme,德律,TWSE,其他電子業,工業檢測 / 測試設備
3031,LED / 光電元件,1,current classified theme,佰鴻,TWSE,光電業,LED / 光電元件
3032,EMS / 消費電子組裝,1,current classified theme,偉訓,TWSE,電子零組件業,EMS / 消費電子組裝
3033,IC通路,1,current classified theme,威健,TWSE,電子通路業,IC通路
3034,ASIC / IC設計,1,IC design exposure,聯詠,TWSE,半導體業,ASIC / IC設計
3035,ASIC / IC設計,1,ASIC and design service,智原,TWSE,半導體業,ASIC / IC設計
3036,IC通路,1,current classified theme,文曄,TWSE,電子通路業,IC通路
3037,ABF載板,1,current classified theme,欣興,TWSE,電子零組件業,ABF載板
3038,光電業 / 其他,1,current classified theme,全台,TWSE,光電業,光電業 / 其他
3040,綜合產業 / 綜合,1,current classified theme,遠見,TWSE,其他,綜合產業 / 綜合
3041,ASIC / IC設計,1,current classified theme,揚智,TWSE,半導體業,ASIC / IC設計
3042,PCB / CCL,1,timing device and substrate ecosystem exposure,晶技,TWSE,電子零組件業,PCB / CCL
3043,電子設備整合 / 綜合,1,current classified theme,科風,TWSE,其他電子業,電子設備整合 / 綜合
3044,PCB / CCL,1,current classified theme,健鼎,TWSE,電子零組件業,PCB / CCL
3045,通信網路 / 綜合,1,current classified theme,台灣大,TWSE,通信網路業,通信網路 / 綜合
3046,邊緣AI / IPC,1,current classified theme,建碁,TWSE,電腦及週邊設備業,邊緣AI / IPC
3047,網通 / 交換器,1,current classified theme,訊舟,TWSE,通信網路業,網通 / 交換器
3048,IC通路,1,current classified theme,益登,TWSE,電子通路業,IC通路
3049,太陽能 / 綠能光電,1,current classified theme,精金,TWSE,光電業,太陽能 / 綠能光電
3050,光電業 / 其他,1,current classified theme,鈺德,TWSE,光電業,光電業 / 其他
3051,光電業 / 其他,1,current classified theme,力特,TWSE,光電業,光電業 / 其他
3052,建材營造 / 綜合,1,current classified theme,夆典,TWSE,建材營造,建材營造 / 綜合
3054,食品民生 / 綜合,1,current classified theme,立萬利,TWSE,食品工業,食品民生 / 綜合
3055,IC通路,1,current classified theme,蔚華科,TWSE,電子通路業,IC通路
3056,建材營造 / 綜合,1,current classified theme,富華新,TWSE,建材營造,建材營造 / 綜合
3057,電腦週邊設備 / 綜合,1,current classified theme,喬鼎,TWSE,電腦及週邊設備業,電腦週邊設備 / 綜合
3058,電子零組件 / 綜合,1,current classified theme,立德,TWSE,電子零組件業,電子零組件 / 綜合
3059,光學鏡頭,1,current classified theme,華晶科,TWSE,光電業,光學鏡頭
3060,電腦週邊設備 / 綜合,1,current classified theme,銘異,TWSE,電腦及週邊設備業,電腦週邊設備 / 綜合
3062,網通 / 交換器,1,current classified theme,建漢,TWSE,通信網路業,網通 / 交換器
3064,文化創意 / 綜合,1,current classified theme,泰偉,TPEx,文化創意業,文化創意 / 綜合
3066,LED / 光電元件,1,current classified theme,李洲,TPEx,光電業,LED / 光電元件
3067,電子設備整合 / 綜合,1,current classified theme,全域,TPEx,其他電子業,電子設備整合 / 綜合
3071,電腦週邊設備 / 綜合,1,current classified theme,協禧,TPEx,電腦及週邊設備業,電腦週邊設備 / 綜合
3073,綠能環保 / 綜合,1,current classified theme,天方能源,TPEx,綠能環保,綠能環保 / 綜合
3078,BBU / 電源管理,1,current classified theme,僑威,TPEx,電子零組件業,BBU / 電源管理
3081,矽光子 / CPO / 光通訊,1,current classified theme,聯亞,TPEx,通信網路業,矽光子 / CPO / 光通訊
3083,文化創意 / 綜合,1,current classified theme,網龍,TPEx,文化創意業,文化創意 / 綜合
3085,數位雲端 / 綜合,1,current classified theme,新零售,TPEx,數位雲端,數位雲端 / 綜合
3086,文化創意 / 綜合,1,current classified theme,華義,TPEx,文化創意業,文化創意 / 綜合
3088,邊緣AI / IPC,1,current classified theme,艾訊,TPEx,電腦及週邊設備業,邊緣AI / IPC
3090,被動元件 / MLCC,1,current classified theme,日電貿,TWSE,電子零組件業,被動元件 / MLCC
3092,電子零組件 / 綜合,1,current classified theme,鴻碩,TWSE,電子零組件業,電子零組件 / 綜合
3093,電子設備整合 / 綜合,1,current classified theme,港建*,TPEx,其他電子業,電子設備整合 / 綜合
3094,ASIC / IC設計,1,current classified theme,聯傑,TWSE,半導體業,ASIC / IC設計
3095,通信網路 / 綜合,1,current classified theme,及成,TPEx,通信網路業,通信網路 / 綜合
3105,PA / 射頻元件,1,current classified theme,穩懋,TPEx,半導體業,PA / 射頻元件｜晶圓代工 / 特用製程
3105,晶圓代工 / 特用製程,1,current classified theme,穩懋,TPEx,半導體業,PA / 射頻元件｜晶圓代工 / 特用製程
3114,電子零組件 / 綜合,1,current classified theme,好德,TPEx,電子零組件業,電子零組件 / 綜合
3115,電子零組件 / 綜合,1,current classified theme,富榮綱,TPEx,電子零組件業,電子零組件 / 綜合
3118,生技醫療 / 綜合,1,current classified theme,進階,TPEx,生技醫療業,生技醫療 / 綜合
3122,ASIC / IC設計,1,current classified theme,笙泉,TPEx,半導體業,ASIC / IC設計
3128,光電業 / 其他,1,current classified theme,昇銳,TPEx,光電業,光電業 / 其他
3130,數位雲端 / 綜合,1,current classified theme,一零四,TWSE,數位雲端,數位雲端 / 綜合
3131,CoWoS / 先進封裝,1,current classified theme,弘塑,TPEx,其他電子業,CoWoS / 先進封裝｜半導體設備
3131,半導體設備,1,current classified theme,弘塑,TPEx,其他電子業,CoWoS / 先進封裝｜半導體設備
3135,記憶體模組,1,current classified theme,凌航,TWSE,半導體業,記憶體模組
3138,低軌衛星 / 微波通訊,1,current classified theme,耀登,TWSE,通信網路業,低軌衛星 / 微波通訊
3141,ASIC / IC設計,1,current classified theme,晶宏,TPEx,半導體業,ASIC / IC設計
3147,資服 / AI Agent,1,current classified theme,大綜,TPEx,資訊服務業,資服 / AI Agent
3149,光電業 / 其他,1,current classified theme,正達,TWSE,光電業,光電業 / 其他
3150,ASIC / IC設計,1,current classified theme,鈺寶-創,TWSE,半導體業,ASIC / IC設計
3152,PA / 射頻元件,1,current classified theme,璟德,TPEx,通信網路業,PA / 射頻元件｜低軌衛星 / 微波通訊
3152,低軌衛星 / 微波通訊,1,current classified theme,璟德,TPEx,通信網路業,PA / 射頻元件｜低軌衛星 / 微波通訊
3162,電機機械 / 綜合,1,current classified theme,精確,TPEx,電機機械,電機機械 / 綜合
3163,矽光子 / CPO / 光通訊,1,current classified theme,波若威,TPEx,通信網路業,矽光子 / CPO / 光通訊
3164,保健食品 / 益生菌,1,theme refinement v2,景岳,TWSE,生技醫療業,保健食品 / 益生菌
3167,電機機械 / 綜合,1,current classified theme,大量,TWSE,電機機械,電機機械 / 綜合
3168,光電業 / 其他,1,current classified theme,眾福科,TWSE,光電業,光電業 / 其他
3169,ASIC / IC設計,1,current classified theme,亞信,TPEx,半導體業,ASIC / IC設計
3171,居家生活 / 綜合,1,current classified theme,新洲,TPEx,居家生活,居家生活 / 綜合
3176,生技醫療 / 綜合,1,current classified theme,基亞,TPEx,生技醫療業,生技醫療 / 綜合
3178,半導體 / 綜合,1,current classified theme,公準,TPEx,半導體業,半導體 / 綜合
3188,建材營造 / 綜合,1,current classified theme,鑫龍騰,TPEx,建材營造,建材營造 / 綜合
3189,ABF載板,1,current classified theme,景碩,TWSE,半導體業,ABF載板
3191,電子零組件 / 綜合,1,current classified theme,雲嘉南,TPEx,電子零組件業,電子零組件 / 綜合
3202,待確認 / 特殊標的,1,current classified theme,樺晟,TPEx,,待確認 / 特殊標的
3205,保健食品 / 益生菌,1,theme refinement v2,佰研,TPEx,生技醫療業,保健食品 / 益生菌
3206,電子零組件 / 綜合,1,current classified theme,志豐,TPEx,電子零組件業,電子零組件 / 綜合
3207,電子零組件 / 綜合,1,current classified theme,耀勝,TPEx,電子零組件業,電子零組件 / 綜合
3209,IC通路,1,current classified theme,全科,TWSE,電子通路業,IC通路
3211,BBU / 電源管理,1,current classified theme,順達,TPEx,電腦及週邊設備業,BBU / 電源管理
3213,電腦週邊設備 / 綜合,1,current classified theme,茂訊,TPEx,電腦及週邊設備業,電腦週邊設備 / 綜合
3217,高速連接器 / 機構件,1,current classified theme,優群,TPEx,電子零組件業,高速連接器 / 機構件
3218,醫材 / 隱形眼鏡 / 居家醫療,1,theme refinement v2,大學光,TPEx,生技醫療業,醫材 / 隱形眼鏡 / 居家醫療
3219,電子設備整合 / 綜合,1,current classified theme,倚強科,TPEx,其他電子業,電子設備整合 / 綜合
3221,PA / 射頻元件,1,current classified theme,台嘉碩,TPEx,通信網路業,PA / 射頻元件｜低軌衛星 / 微波通訊
3221,低軌衛星 / 微波通訊,1,current classified theme,台嘉碩,TPEx,通信網路業,PA / 射頻元件｜低軌衛星 / 微波通訊
3224,電子通路 / 綜合,1,current classified theme,三顧,TPEx,電子通路業,電子通路 / 綜合
3226,電機機械 / 綜合,1,current classified theme,至寶電,TPEx,電機機械,電機機械 / 綜合
3227,ASIC / IC設計,1,current classified theme,原相,TPEx,半導體業,ASIC / IC設計
3228,半導體 / 綜合,1,current classified theme,金麗科,TPEx,半導體業,半導體 / 綜合
3229,電子零組件 / 綜合,1,current classified theme,晟鈦,TWSE,電子零組件業,電子零組件 / 綜合
3230,光電業 / 其他,1,current classified theme,錦明,TPEx,光電業,光電業 / 其他
3231,AI伺服器,1,current classified theme,緯創,TWSE,電腦及週邊設備業,AI伺服器｜伺服器ODM / 機櫃
3231,伺服器ODM / 機櫃,1,current classified theme,緯創,TWSE,電腦及週邊設備業,AI伺服器｜伺服器ODM / 機櫃
3232,電子通路 / 綜合,1,current classified theme,昱捷,TPEx,電子通路業,電子通路 / 綜合
3234,矽光子 / CPO / 光通訊,1,optical communications,光環,TPEx,通信網路業,矽光子 / CPO / 光通訊
3236,被動元件 / MLCC,1,current classified theme,千如,TPEx,電子零組件業,被動元件 / MLCC
3252,觀光餐旅 / 綜合,1,current classified theme,海灣,TPEx,觀光餐旅,觀光餐旅 / 綜合
3257,功率半導體 / MCU,1,current classified theme,虹冠電,TWSE,半導體業,功率半導體 / MCU
3259,記憶體 / SSD,1,current classified theme,鑫創,TPEx,半導體業,記憶體 / SSD
3260,記憶體 / SSD,1,current classified theme,威剛,TPEx,半導體業,記憶體 / SSD
3264,封測 / 測試,1,semiconductor testing exposure,欣銓,TPEx,半導體業,封測 / 測試
3265,封測 / 測試,1,current classified theme,台星科,TPEx,半導體業,封測 / 測試
3266,建材營造 / 綜合,1,current classified theme,昇陽,TWSE,建材營造,建材營造 / 綜合
3268,半導體 / 綜合,1,current classified theme,海德威,TPEx,半導體業,半導體 / 綜合
3272,電腦週邊設備 / 綜合,1,current classified theme,東碩,TPEx,電腦及週邊設備業,電腦週邊設備 / 綜合
3276,電子零組件 / 綜合,1,current classified theme,宇環,TPEx,電子零組件業,電子零組件 / 綜合
3284,綜合產業 / 綜合,1,current classified theme,太普高,TPEx,其他,綜合產業 / 綜合
3285,電子設備整合 / 綜合,1,current classified theme,微端,TPEx,其他電子業,電子設備整合 / 綜合
3287,電腦週邊設備 / 綜合,1,current classified theme,廣寰科,TPEx,電腦及週邊設備業,電腦週邊設備 / 綜合
3288,電子零組件 / 綜合,1,current classified theme,點晶,TPEx,電子零組件業,電子零組件 / 綜合
3289,工業檢測 / 測試設備,1,current classified theme,宜特,TPEx,其他電子業,工業檢測 / 測試設備
3290,電子零組件 / 綜合,1,current classified theme,東浦,TPEx,電子零組件業,電子零組件 / 綜合
3293,文化創意 / 綜合,1,current classified theme,鈊象,TPEx,文化創意業,文化創意 / 綜合
3294,電子零組件 / 綜合,1,current classified theme,英濟,TPEx,電子零組件業,電子零組件 / 綜合
3296,電子零組件 / 綜合,1,current classified theme,勝德,TWSE,電子零組件業,電子零組件 / 綜合
3297,光電業 / 其他,1,current classified theme,杭特,TPEx,光電業,光電業 / 其他
3303,電子設備整合 / 綜合,1,current classified theme,岱稜,TPEx,其他電子業,電子設備整合 / 綜合
3305,電子設備整合 / 綜合,1,current classified theme,昇貿,TWSE,其他電子業,電子設備整合 / 綜合
3306,通信網路 / 綜合,1,current classified theme,鼎天,TPEx,通信網路業,通信網路 / 綜合
3308,電子零組件 / 綜合,1,current classified theme,聯德,TWSE,電子零組件業,電子零組件 / 綜合
3310,電子零組件 / 綜合,1,current classified theme,佳穎,TPEx,電子零組件業,電子零組件 / 綜合
3311,通信網路 / 綜合,1,current classified theme,閎暉,TWSE,通信網路業,通信網路 / 綜合
3312,IC通路,1,current classified theme,弘憶股,TWSE,電子通路業,IC通路
3313,綜合產業 / 綜合,1,current classified theme,斐成,TPEx,其他,綜合產業 / 綜合
3317,功率半導體 / MCU,1,current classified theme,尼克森,TPEx,半導體業,功率半導體 / MCU
3321,電子零組件 / 綜合,1,current classified theme,同泰,TWSE,電子零組件業,電子零組件 / 綜合
3322,電子零組件 / 綜合,1,current classified theme,建舜電,TPEx,電子零組件業,電子零組件 / 綜合
3323,電腦週邊設備 / 綜合,1,current classified theme,加百裕,TPEx,電腦及週邊設備業,電腦週邊設備 / 綜合
3324,散熱 / 液冷,1,current classified theme,雙鴻,TPEx,其他電子業,散熱 / 液冷
3325,電腦週邊設備 / 綜合,1,current classified theme,旭品,TPEx,電腦及週邊設備業,電腦週邊設備 / 綜合
3332,電子零組件 / 綜合,1,current classified theme,幸康,TPEx,電子零組件業,電子零組件 / 綜合
3338,電子零組件 / 綜合,1,current classified theme,泰碩,TWSE,電子零組件業,電子零組件 / 綜合
3339,LED / 光電元件,1,current classified theme,泰谷,TPEx,光電業,LED / 光電元件
3346,汽車零組件 / 綜合,1,current classified theme,麗清,TWSE,汽車工業,汽車零組件 / 綜合
3349,電腦週邊設備 / 綜合,1,current classified theme,寶德,TPEx,電腦及週邊設備業,電腦週邊設備 / 綜合
3354,電子零組件 / 綜合,1,current classified theme,律勝,TPEx,電子零組件業,電子零組件 / 綜合
3356,光電業 / 其他,1,current classified theme,奇偶,TWSE,光電業,光電業 / 其他
3357,電子零組件 / 綜合,1,current classified theme,臺慶科,TPEx,電子零組件業,電子零組件 / 綜合
3360,電子通路 / 綜合,1,current classified theme,尚立,TPEx,電子通路業,電子通路 / 綜合
3362,光學鏡頭,1,current classified theme,先進光,TPEx,光電業,光學鏡頭
3363,矽光子 / CPO / 光通訊,1,current classified theme,上詮,TPEx,通信網路業,矽光子 / CPO / 光通訊
